"REF_DATE","GEO","DGUID","Gender (3)","Marital status (13)","Age (16)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Never married","80 to 84 years","","0","units","0","","47.1.5.15","60","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Never married","85 years and over","","0","units","0","","47.1.5.16","25","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","Total - Age","","0","units","0","","47.1.6.1","3010","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","20 to 24 years","","0","units","0","","47.1.6.3","5","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","25 to 29 years","","0","units","0","","47.1.6.4","50","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","30 to 34 years","","0","units","0","","47.1.6.5","160","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","35 to 39 years","","0","units","0","","47.1.6.6","300","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","40 to 44 years","","0","units","0","","47.1.6.7","405","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","45 to 49 years","","0","units","0","","47.1.6.8","495","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","50 to 54 years","","0","units","0","","47.1.6.9","450","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","55 to 59 years","","0","units","0","","47.1.6.10","440","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","60 to 64 years","","0","units","0","","47.1.6.11","330","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","65 to 69 years","","0","units","0","","47.1.6.12","185","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","70 to 74 years","","0","units","0","","47.1.6.13","120","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","75 to 79 years","","0","units","0","","47.1.6.14","50","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","80 to 84 years","","0","units","0","","47.1.6.15","15","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Separated","85 years and over","","0","units","0","","47.1.6.16","5","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","Total - Age","","0","units","0","","47.1.7.1","11655","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","20 to 24 years","","0","units","0","","47.1.7.3","5","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","25 to 29 years","","0","units","0","","47.1.7.4","65","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","30 to 34 years","","0","units","0","","47.1.7.5","245","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","35 to 39 years","","0","units","0","","47.1.7.6","595","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","40 to 44 years","","0","units","0","","47.1.7.7","945","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","45 to 49 years","","0","units","0","","47.1.7.8","1335","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","50 to 54 years","","0","units","0","","47.1.7.9","1710","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","55 to 59 years","","0","units","0","","47.1.7.10","1935","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","60 to 64 years","","0","units","0","","47.1.7.11","1940","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","65 to 69 years","","0","units","0","","47.1.7.12","1400","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","70 to 74 years","","0","units","0","","47.1.7.13","890","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","75 to 79 years","","0","units","0","","47.1.7.14","425","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","80 to 84 years","","0","units","0","","47.1.7.15","130","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Divorced","85 years and over","","0","units","0","","47.1.7.16","45","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","Total - Age","","0","units","0","","47.1.8.1","1690","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","30 to 34 years","","0","units","0","","47.1.8.5","5","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","35 to 39 years","","0","units","0","","47.1.8.6","10","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","40 to 44 years","","0","units","0","","47.1.8.7","35","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","45 to 49 years","","0","units","0","","47.1.8.8","65","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","50 to 54 years","","0","units","0","","47.1.8.9","110","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","55 to 59 years","","0","units","0","","47.1.8.10","195","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","60 to 64 years","","0","units","0","","47.1.8.11","270","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","65 to 69 years","","0","units","0","","47.1.8.12","290","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","70 to 74 years","","0","units","0","","47.1.8.13","275","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","75 to 79 years","","0","units","0","","47.1.8.14","225","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","80 to 84 years","","0","units","0","","47.1.8.15","135","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Living common law - Widowed","85 years and over","","0","units","0","","47.1.8.16","80","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","Total - Age","","0","units","0","","47.1.9.1","239120","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","15 to 19 years","","0","units","0","","47.1.9.2","37905","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","20 to 24 years","","0","units","0","","47.1.9.3","35070","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","25 to 29 years","","0","units","0","","47.1.9.4","24715","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","30 to 34 years","","0","units","0","","47.1.9.5","14800","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","35 to 39 years","","0","units","0","","47.1.9.6","11490","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","40 to 44 years","","0","units","0","","47.1.9.7","10900","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","45 to 49 years","","0","units","0","","47.1.9.8","11435","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","50 to 54 years","","0","units","0","","47.1.9.9","12545","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","55 to 59 years","","0","units","0","","47.1.9.10","14620","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","60 to 64 years","","0","units","0","","47.1.9.11","14100","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","65 to 69 years","","0","units","0","","47.1.9.12","12475","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","70 to 74 years","","0","units","0","","47.1.9.13","11250","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","75 to 79 years","","0","units","0","","47.1.9.14","8930","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","80 to 84 years","","0","units","0","","47.1.9.15","7500","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common-law","85 years and over","","0","units","0","","47.1.9.16","11385","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","Total - Age","","0","units","0","","47.1.10.1","152420","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","15 to 19 years","","0","units","0","","47.1.10.2","37905","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","20 to 24 years","","0","units","0","","47.1.10.3","34935","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","25 to 29 years","","0","units","0","","47.1.10.4","24160","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","30 to 34 years","","0","units","0","","47.1.10.5","13390","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","35 to 39 years","","0","units","0","","47.1.10.6","8670","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","40 to 44 years","","0","units","0","","47.1.10.7","6590","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","45 to 49 years","","0","units","0","","47.1.10.8","5600","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","50 to 54 years","","0","units","0","","47.1.10.9","5265","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","55 to 59 years","","0","units","0","","47.1.10.10","5200","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","60 to 64 years","","0","units","0","","47.1.10.11","4105","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","65 to 69 years","","0","units","0","","47.1.10.12","2870","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","70 to 74 years","","0","units","0","","47.1.10.13","1695","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","75 to 79 years","","0","units","0","","47.1.10.14","875","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","80 to 84 years","","0","units","0","","47.1.10.15","530","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Never married","85 years and over","","0","units","0","","47.1.10.16","625","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","Total - Age","","0","units","0","","47.1.11.1","16110","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","20 to 24 years","","0","units","0","","47.1.11.3","70","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","25 to 29 years","","0","units","0","","47.1.11.4","325","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","30 to 34 years","","0","units","0","","47.1.11.5","785","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","35 to 39 years","","0","units","0","","47.1.11.6","1455","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","40 to 44 years","","0","units","0","","47.1.11.7","1905","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","45 to 49 years","","0","units","0","","47.1.11.8","2195","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","50 to 54 years","","0","units","0","","47.1.11.9","2290","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","55 to 59 years","","0","units","0","","47.1.11.10","2250","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","60 to 64 years","","0","units","0","","47.1.11.11","1830","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","65 to 69 years","","0","units","0","","47.1.11.12","1235","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","70 to 74 years","","0","units","0","","47.1.11.13","920","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","75 to 79 years","","0","units","0","","47.1.11.14","495","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","80 to 84 years","","0","units","0","","47.1.11.15","230","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Separated","85 years and over","","0","units","0","","47.1.11.16","135","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","Total - Age","","0","units","0","","47.1.12.1","35315","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","20 to 24 years","","0","units","0","","47.1.12.3","45","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","25 to 29 years","","0","units","0","","47.1.12.4","185","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","30 to 34 years","","0","units","0","","47.1.12.5","580","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","35 to 39 years","","0","units","0","","47.1.12.6","1250","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","40 to 44 years","","0","units","0","","47.1.12.7","2205","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","45 to 49 years","","0","units","0","","47.1.12.8","3245","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","50 to 54 years","","0","units","0","","47.1.12.9","4285","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","55 to 59 years","","0","units","0","","47.1.12.10","5690","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","60 to 64 years","","0","units","0","","47.1.12.11","5670","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","65 to 69 years","","0","units","0","","47.1.12.12","4725","","","","0"
