"REF_DATE","GEO","DGUID","Gender (3a)","Census year (4)","Marital status (13)","Age (16)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married or living common-law","65 to 69 years","","0","units","0","","34.1.2.2.12","16520","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married or living common-law","70 to 74 years","","0","units","0","","34.1.2.2.13","11250","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married or living common-law","75 to 79 years","","0","units","0","","34.1.2.2.14","7460","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married or living common-law","80 to 84 years","","0","units","0","","34.1.2.2.15","4590","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married or living common-law","85 years and over","","0","units","0","","34.1.2.2.16","2930","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","Total - Age","","0","units","0","","34.1.2.3.1","162915","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","15 to 19 years","","0","units","0","","34.1.2.3.2","60","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","20 to 24 years","","0","units","0","","34.1.2.3.3","1165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","25 to 29 years","","0","units","0","","34.1.2.3.4","5615","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","30 to 34 years","","0","units","0","","34.1.2.3.5","11050","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","35 to 39 years","","0","units","0","","34.1.2.3.6","13745","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","40 to 44 years","","0","units","0","","34.1.2.3.7","16470","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","45 to 49 years","","0","units","0","","34.1.2.3.8","17710","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","50 to 54 years","","0","units","0","","34.1.2.3.9","19575","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","55 to 59 years","","0","units","0","","34.1.2.3.10","19385","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","60 to 64 years","","0","units","0","","34.1.2.3.11","17380","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","65 to 69 years","","0","units","0","","34.1.2.3.12","15500","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","70 to 74 years","","0","units","0","","34.1.2.3.13","10730","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","75 to 79 years","","0","units","0","","34.1.2.3.14","7185","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","80 to 84 years","","0","units","0","","34.1.2.3.15","4470","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Married","85 years and over","","0","units","0","","34.1.2.3.16","2875","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","Total - Age","","0","units","0","","34.1.2.4.1","23590","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","15 to 19 years","","0","units","0","","34.1.2.4.2","150","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","20 to 24 years","","0","units","0","","34.1.2.4.3","1880","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","25 to 29 years","","0","units","0","","34.1.2.4.4","3715","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","30 to 34 years","","0","units","0","","34.1.2.4.5","2805","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","35 to 39 years","","0","units","0","","34.1.2.4.6","2380","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","40 to 44 years","","0","units","0","","34.1.2.4.7","2285","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","45 to 49 years","","0","units","0","","34.1.2.4.8","2305","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","50 to 54 years","","0","units","0","","34.1.2.4.9","2480","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","55 to 59 years","","0","units","0","","34.1.2.4.10","2135","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","60 to 64 years","","0","units","0","","34.1.2.4.11","1460","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","65 to 69 years","","0","units","0","","34.1.2.4.12","1015","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","70 to 74 years","","0","units","0","","34.1.2.4.13","525","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","75 to 79 years","","0","units","0","","34.1.2.4.14","285","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","80 to 84 years","","0","units","0","","34.1.2.4.15","120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common-law","85 years and over","","0","units","0","","34.1.2.4.16","55","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","Total - Age","","0","units","0","","34.1.2.5.1","14830","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","15 to 19 years","","0","units","0","","34.1.2.5.2","150","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","20 to 24 years","","0","units","0","","34.1.2.5.3","1870","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","25 to 29 years","","0","units","0","","34.1.2.5.4","3630","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","30 to 34 years","","0","units","0","","34.1.2.5.5","2545","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","35 to 39 years","","0","units","0","","34.1.2.5.6","1805","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","40 to 44 years","","0","units","0","","34.1.2.5.7","1370","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","45 to 49 years","","0","units","0","","34.1.2.5.8","1085","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","50 to 54 years","","0","units","0","","34.1.2.5.9","960","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","55 to 59 years","","0","units","0","","34.1.2.5.10","655","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","60 to 64 years","","0","units","0","","34.1.2.5.11","395","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","65 to 69 years","","0","units","0","","34.1.2.5.12","210","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","70 to 74 years","","0","units","0","","34.1.2.5.13","80","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","75 to 79 years","","0","units","0","","34.1.2.5.14","45","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","80 to 84 years","","0","units","0","","34.1.2.5.15","30","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Never married","85 years and over","","0","units","0","","34.1.2.5.16","10","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","Total - Age","","0","units","0","","34.1.2.6.1","1535","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","15 to 19 years","","0","units","0","","34.1.2.6.2","0","...","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","25 to 29 years","","0","units","0","","34.1.2.6.4","35","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","30 to 34 years","","0","units","0","","34.1.2.6.5","80","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","35 to 39 years","","0","units","0","","34.1.2.6.6","155","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","40 to 44 years","","0","units","0","","34.1.2.6.7","235","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","45 to 49 years","","0","units","0","","34.1.2.6.8","275","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","50 to 54 years","","0","units","0","","34.1.2.6.9","285","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","55 to 59 years","","0","units","0","","34.1.2.6.10","215","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","60 to 64 years","","0","units","0","","34.1.2.6.11","110","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","65 to 69 years","","0","units","0","","34.1.2.6.12","80","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","70 to 74 years","","0","units","0","","34.1.2.6.13","30","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","75 to 79 years","","0","units","0","","34.1.2.6.14","25","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Separated","80 to 84 years","","0","units","0","","34.1.2.6.15","10","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","Total - Age","","0","units","0","","34.1.2.7.1","6445","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","20 to 24 years","","0","units","0","","34.1.2.7.3","5","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","25 to 29 years","","0","units","0","","34.1.2.7.4","50","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","30 to 34 years","","0","units","0","","34.1.2.7.5","175","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","35 to 39 years","","0","units","0","","34.1.2.7.6","410","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","40 to 44 years","","0","units","0","","34.1.2.7.7","660","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","45 to 49 years","","0","units","0","","34.1.2.7.8","905","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","50 to 54 years","","0","units","0","","34.1.2.7.9","1170","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","55 to 59 years","","0","units","0","","34.1.2.7.10","1160","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","60 to 64 years","","0","units","0","","34.1.2.7.11","830","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","65 to 69 years","","0","units","0","","34.1.2.7.12","605","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","70 to 74 years","","0","units","0","","34.1.2.7.13","295","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","75 to 79 years","","0","units","0","","34.1.2.7.14","130","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","80 to 84 years","","0","units","0","","34.1.2.7.15","40","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Divorced","85 years and over","","0","units","0","","34.1.2.7.16","15","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","Total - Age","","0","units","0","","34.1.2.8.1","780","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","15 to 19 years","","0","units","0","","34.1.2.8.2","0","...","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","20 to 24 years","","0","units","0","","34.1.2.8.3","0","...","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","25 to 29 years","","0","units","0","","34.1.2.8.4","5","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","30 to 34 years","","0","units","0","","34.1.2.8.5","5","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","35 to 39 years","","0","units","0","","34.1.2.8.6","10","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","40 to 44 years","","0","units","0","","34.1.2.8.7","20","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","45 to 49 years","","0","units","0","","34.1.2.8.8","45","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","50 to 54 years","","0","units","0","","34.1.2.8.9","70","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","55 to 59 years","","0","units","0","","34.1.2.8.10","110","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","60 to 64 years","","0","units","0","","34.1.2.8.11","130","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","65 to 69 years","","0","units","0","","34.1.2.8.12","120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","70 to 74 years","","0","units","0","","34.1.2.8.13","115","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","75 to 79 years","","0","units","0","","34.1.2.8.14","80","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","80 to 84 years","","0","units","0","","34.1.2.8.15","45","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Living common law - Widowed","85 years and over","","0","units","0","","34.1.2.8.16","30","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","Total - Age","","0","units","0","","34.1.2.9.1","145465","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","15 to 19 years","","0","units","0","","34.1.2.9.2","25010","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","20 to 24 years","","0","units","0","","34.1.2.9.3","24020","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","25 to 29 years","","0","units","0","","34.1.2.9.4","14055","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","30 to 34 years","","0","units","0","","34.1.2.9.5","7940","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","35 to 39 years","","0","units","0","","34.1.2.9.6","6875","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","40 to 44 years","","0","units","0","","34.1.2.9.7","7115","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","45 to 49 years","","0","units","0","","34.1.2.9.8","7995","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","50 to 54 years","","0","units","0","","34.1.2.9.9","9170","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","55 to 59 years","","0","units","0","","34.1.2.9.10","8440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","60 to 64 years","","0","units","0","","34.1.2.9.11","7205","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","65 to 69 years","","0","units","0","","34.1.2.9.12","6720","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","70 to 74 years","","0","units","0","","34.1.2.9.13","5190","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","75 to 79 years","","0","units","0","","34.1.2.9.14","4660","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","80 to 84 years","","0","units","0","","34.1.2.9.15","4320","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common-law","85 years and over","","0","units","0","","34.1.2.9.16","6740","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","Total - Age","","0","units","0","","34.1.2.10.1","92550","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","15 to 19 years","","0","units","0","","34.1.2.10.2","25010","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","20 to 24 years","","0","units","0","","34.1.2.10.3","23905","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","25 to 29 years","","0","units","0","","34.1.2.10.4","13600","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","30 to 34 years","","0","units","0","","34.1.2.10.5","6840","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","35 to 39 years","","0","units","0","","34.1.2.10.6","4815","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","40 to 44 years","","0","units","0","","34.1.2.10.7","3955","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","45 to 49 years","","0","units","0","","34.1.2.10.8","3525","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","50 to 54 years","","0","units","0","","34.1.2.10.9","3505","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","55 to 59 years","","0","units","0","","34.1.2.10.10","2685","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","60 to 64 years","","0","units","0","","34.1.2.10.11","1840","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","65 to 69 years","","0","units","0","","34.1.2.10.12","1235","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","70 to 74 years","","0","units","0","","34.1.2.10.13","655","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","75 to 79 years","","0","units","0","","34.1.2.10.14","415","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","80 to 84 years","","0","units","0","","34.1.2.10.15","270","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Never married","85 years and over","","0","units","0","","34.1.2.10.16","295","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","Total - Age","","0","units","0","","34.1.2.11.1","10150","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","15 to 19 years","","0","units","0","","34.1.2.11.2","0","...","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","20 to 24 years","","0","units","0","","34.1.2.11.3","70","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","25 to 29 years","","0","units","0","","34.1.2.11.4","260","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","30 to 34 years","","0","units","0","","34.1.2.11.5","610","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","35 to 39 years","","0","units","0","","34.1.2.11.6","1005","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","40 to 44 years","","0","units","0","","34.1.2.11.7","1280","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","45 to 49 years","","0","units","0","","34.1.2.11.8","1570","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","50 to 54 years","","0","units","0","","34.1.2.11.9","1580","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","55 to 59 years","","0","units","0","","34.1.2.11.10","1255","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","60 to 64 years","","0","units","0","","34.1.2.11.11","920","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","65 to 69 years","","0","units","0","","34.1.2.11.12","705","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","70 to 74 years","","0","units","0","","34.1.2.11.13","410","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","75 to 79 years","","0","units","0","","34.1.2.11.14","270","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","80 to 84 years","","0","units","0","","34.1.2.11.15","145","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Separated","85 years and over","","0","units","0","","34.1.2.11.16","75","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","Total - Age","","0","units","0","","34.1.2.12.1","21860","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","20 to 24 years","","0","units","0","","34.1.2.12.3","35","","","","0"
